Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2012-05-17 08:25:49,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:26:07,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:26:30,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:27:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:27:29,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:28:21,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:30:34,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:32:07,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-17 08:32:47,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-19 06:55:10,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-19 06:55:56,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-19 06:56:54,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-22 07:12:38,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-23 03:33:29,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-23 03:34:34,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-23 04:12:29,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-24 10:25:45,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-24 10:26:24,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-24 10:27:09,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 03:43:28,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 03:44:22,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 10:38:07,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 10:38:39,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 10:39:21,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 10:39:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 10:39:57,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:06:46,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:07:15,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:07:34,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:07:59,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:10:47,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 12:12:53,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:06:39,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:07:40,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:09:07,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:20:57,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:21:13,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:21:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:21:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:22:31,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:23:01,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:23:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:24:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:24:51,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:25:19,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:25:57,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:26:44,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:27:06,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:27:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-25 13:30:14,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 01:54:30,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 01:56:37,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 03:21:22,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:11:45,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:12:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:12:25,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:12:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:13:49,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:15:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:16:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:18:42,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:18:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:19:10,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:19:25,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:19:43,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:20:04,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:20:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:20:50,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:21:11,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:22:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:22:33,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:24:41,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:25:12,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:25:36,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 06:51:36,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:44:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:45:30,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:46:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:46:29,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:50:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:51:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:52:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:52:37,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 07:52:51,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 08:44:59,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 08:45:22,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 08:45:57,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 08:46:26,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 08:47:17,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:27:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:28:37,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:28:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:29:15,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:29:43,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:30:01,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:30:24,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:30:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:31:20,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:53:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:54:01,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 09:55:45,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:10:24,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:11:01,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:50:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:51:24,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:52:11,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:52:25,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:52:41,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:53:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:53:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:54:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:54:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:54:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:56:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 10:59:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:47:17,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:47:53,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:48:25,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:48:52,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:49:07,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:49:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:49:41,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:50:03,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:50:34,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:50:57,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:59:29,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 11:59:52,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:01:11,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:01:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:02:21,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:25:14,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:25:42,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:25:58,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:26:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:26:43,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:27:19,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:27:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:29:19,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-26 12:32:24,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 04:14:28,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 05:17:39,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 06:44:33,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:21:44,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:22:06,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:22:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:24:11,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:26:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:29:47,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:30:25,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:39:31,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:40:08,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 07:54:38,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:24:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:25:09,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:25:58,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:26:16,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:28:39,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:29:01,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:29:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 09:31:07,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:07:04,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:08:16,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:10:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:10:53,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:11:46,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:12:09,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:12:41,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:13:06,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:13:42,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:16:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:16:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:17:28,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:17:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:18:10,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:18:27,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:19:14,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:19:28,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:40:37,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:40:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:41:16,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:41:45,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:42:05,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:42:33,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:42:48,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:43:07,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:43:29,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:44:00,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:46:16,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:46:32,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 10:46:52,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 11:03:15,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 11:03:50,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 11:09:55,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 11:10:40,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 11:11:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 13:56:34,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 16:37:52,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-27 16:38:59,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 04:12:40,VR2W-106702,A69-1303-54789,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:22:22,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:23:00,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:24:15,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:24:51,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:25:53,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:30:02,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:30:22,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:31:23,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:34:14,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:34:51,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:36:26,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:36:40,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:36:56,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:37:12,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:37:33,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:37:59,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:38:29,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:59:22,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 05:59:52,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:00:14,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:00:44,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:01:05,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:01:34,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:01:53,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:02:18,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
2012-05-28 06:02:54,VR2W-106702,A69-1303-61979,,,,,Kaneohe Midbay,+21.46288,-157.81975
